,n_1,n_2
18354,62.61801,-15.103847
18355,62.624924,-15.083839
18356,59.66349,-43.825706
18357,59.674,-43.83512
18358,59.682804,-43.841694
18359,59.678795,-43.83787
18360,59.671375,-43.833553
18361,59.6671,-43.831406
18362,59.663963,-43.82923
18363,61.630707,-52.608986
18364,61.664116,-52.592022
18365,61.54547,-52.65607
18366,61.589832,-52.63048
18367,61.685978,-52.5813
18368,61.728077,-52.560635
18369,61.75026,-52.549603
18370,61.773365,-52.537518
18371,61.794975,-52.525257
18372,61.814297,-52.515263
18373,61.504932,-52.678944
18374,61.397533,-52.74175
18375,61.45643,-52.707043
18376,61.34481,-52.7693
18377,61.28582,-52.800266
18378,61.05033,-52.905846
18379,61.088806,-52.890163
18380,-46.338165,18.397623
18381,-46.337425,18.39676
18382,-46.338757,18.39478
18383,-49.269493,-1.4039274
18384,-49.272015,-1.3953885
18385,-49.27769,-1.3740195
18386,-49.275272,-1.3868239
18387,-49.284122,-1.3446131
18388,-10.311487,23.209259
18389,-10.242869,23.14598
18390,-10.278138,23.17723
18391,-10.210195,23.120989
18392,-10.351186,23.25614
18393,-10.443439,23.363695
18394,-10.391458,23.30306
18395,-10.52672,23.450586
18396,-10.480643,23.400455
18397,-10.568805,23.489708
18398,-10.604707,23.525988
18399,-10.705771,23.609497
18400,-10.678971,23.585424
18401,-10.643199,23.559175
18402,-34.38615,23.050468
18403,-34.390083,23.0532
18404,-34.39738,23.055197
18405,64.87937,-26.65847
18406,64.822044,-26.385607
18407,64.8234,-26.43119
18408,64.82532,-26.333132
18409,64.8278,-26.476442
18410,64.8341,-26.519188
18411,64.84361,-26.570723
18412,64.85299,-26.5892
18413,64.78506,-26.673115
18414,64.80852,-26.710072
18415,64.82965,-26.74407
18416,64.74201,-26.611658
18417,64.72078,-26.57263
18418,64.7011,-26.535574
18419,33.339157,-49.400745
18420,33.488247,-49.395615
18421,43.71677,-12.821138
18422,43.695866,-12.827853
18423,43.680202,-12.827669
18424,44.034645,-12.511794
18425,44.041378,-12.49856
18426,44.04699,-12.4877615
18427,44.051304,-12.478304
18428,44.02262,-12.532475
18429,44.004803,-12.556205
18430,-17.991568,-0.9704479
18431,-17.992182,-0.9680689
18432,-17.986128,-0.97675186
18433,-17.990461,-0.97597533
18434,-17.9847,-0.9828063
18435,-33.007088,-4.707911
18436,-33.014305,-4.6917543
18437,-32.98403,-4.711759
18438,61.061436,-18.413147
18439,61.265827,-18.172483
18440,61.177288,-18.23635
18441,61.048183,-18.3585
18442,61.052776,-18.346617
18443,61.07944,-18.31468
18444,61.116447,-18.281977
18445,62.298836,-17.393084
18446,62.324135,-17.364004
18447,62.157307,-17.51966
18448,62.22237,-17.466251
18449,62.268055,-17.423235
18450,62.070004,-17.587353
18451,87.318214,12.170766
18452,87.55666,11.718903
18453,87.5837,11.712678
18454,87.63294,11.705424
18455,87.60968,11.708859
18456,87.44675,11.746893
18457,87.407715,11.754509
18458,87.48225,11.737269
18459,87.52146,11.727275
18460,87.31956,11.759453
18461,87.220085,11.752942
18462,87.27427,11.757036
18463,87.13456,11.745853
18464,87.18429,11.749401
18465,87.09177,11.739883
18466,87.052734,11.734201
18467,86.90279,11.70573
18468,38.33434,-13.425887
18469,38.33614,-13.414452
18470,38.3379,-13.394866
18471,38.322678,-13.43105
18472,43.070713,-64.65201
18473,43.069046,-64.64928
18474,43.0708,-64.65472
18475,43.06918,-64.64511
18476,43.065292,-64.63971
18477,43.059853,-64.65433
18478,43.06491,-64.65604
18479,43.054897,-64.65025
18480,38.245373,-12.926644
18481,38.236492,-12.858465
18482,38.333683,-13.4190035
18483,38.33364,-13.427814
18484,38.325977,-13.433482
18485,38.317986,-13.432143
18486,38.33538,-13.402228
18487,38.333656,-13.378665
18488,38.312725,-13.277924
18489,-24.987259,9.734524
18490,-24.967495,9.721488
18491,-24.978222,9.725687
18492,-24.958273,9.717953
18493,-30.824614,11.013957
18494,-30.839949,11.000389
18495,-30.809664,11.026598
18496,-30.795338,11.040214
18497,69.64781,-12.5664
18498,69.643906,-12.509154
18499,69.64938,-12.6242895
18500,69.63086,-12.382175
18501,69.639244,-12.447084
18502,69.616905,-12.297827
18503,69.60614,-12.265713
18504,69.64941,-12.737455
18505,69.65052,-12.675741
18506,69.643684,-12.789111
18507,69.63822,-12.894541
18508,69.627365,-12.932596
18509,69.61716,-12.963918
18510,25.652218,-40.62882
18511,25.777706,-40.67003
18512,25.718872,-40.649162
18513,25.44434,-40.57821
18514,25.406029,-40.570236
18515,25.379581,-40.564648
18516,26.272017,-40.861244
18517,26.223003,-40.84341
18518,26.18928,-40.832905
18519,26.248047,-40.855
18520,26.149765,-40.817577
18521,26.038507,-40.77485
18522,25.980051,-40.751587
18523,25.913893,-40.723946
18524,53.23363,-51.151863
18525,53.2676,-51.20786
18526,53.268147,-51.209286
18527,53.26629,-51.20974
18528,53.267952,-51.20922
18529,53.269386,-51.20951
18530,53.27423,-51.206337
18531,53.286156,-51.198235
18532,53.28718,-51.195946
18533,53.27647,-51.20378
18534,53.281307,-51.201206
18535,53.27027,-51.20623
18536,52.769787,3.9636014
18537,52.769238,3.9729917
18538,52.770004,3.9836216
18539,52.769955,3.9953895
18540,52.76814,3.9513185
18541,52.77146,3.9291759
18542,36.376892,27.49917
18543,36.503906,27.506615
18544,36.463688,27.502407
18545,36.532482,27.508326
18546,36.558666,27.511118
18547,11.62967,-2.1868954
18548,11.715679,-2.1480083
18549,11.665316,-2.1751509
18550,12.408809,-1.7762784
18551,12.334022,-1.8100713
18552,12.46918,-1.7508241
18553,62.858383,-9.823623
18554,62.855556,-9.84017
18555,62.821556,-9.909531
18556,62.837994,-9.87593
18557,62.602154,-15.12227
18558,62.62127,-15.099199
18559,62.63517,-15.078555
18560,62.655716,-15.032075
18561,62.6743,-14.930094
18562,62.662926,-15.006546
18563,62.66958,-14.971992
18564,27.229116,-27.57371
18565,27.235416,-27.553503
18566,27.233597,-27.561693
18567,27.237995,-27.545609
18568,27.248041,-27.52202
18569,27.242632,-27.533596
18570,32.367893,-35.917763
18571,32.373947,-35.927406
18572,32.37249,-35.95489
18573,32.37526,-35.93669
18574,32.37703,-35.94314
18575,32.375328,-35.94749
18576,54.287495,11.0348215
18577,54.293335,11.08089
18578,54.29058,11.059405
18579,54.262215,10.843033
18580,54.262096,10.864432
18581,54.266453,10.919797
18582,54.26398,10.89155
18583,54.279476,10.976995
18584,54.27044,10.941525
18585,54.284958,11.004735
18586,54.26371,10.801552
18587,-26.947077,21.182205
18588,-27.47347,21.226679
18589,-27.504335,21.217798
18590,-27.439095,21.232668
18591,-27.428272,21.237486
18592,-27.571236,21.156403
18593,53.74712,-34.95775
18594,53.75878,-34.980396
18595,53.740578,-34.943596
18596,53.74317,-34.950413
18597,53.73176,-34.931877
18598,53.723354,-34.92166
18599,53.770824,-35.004208
18600,53.764606,-34.99306
18601,53.774487,-35.014217
18602,53.781338,-35.06261
18603,53.78868,-35.074284
18604,53.79518,-35.087524
18605,71.45138,-7.7641935
18606,71.34549,-7.649402
18607,71.39956,-7.7059712
18608,71.59409,-7.936055
18609,71.61438,-7.9678936
18610,71.63099,-7.9930344
18611,71.64748,-8.019038
18612,71.01232,-7.2884827
18613,71.03551,-7.3131638
18614,71.04867,-7.333527
18615,71.022064,-7.3007703
18616,71.06964,-7.357148
18617,71.13174,-7.4260635
18618,71.09613,-7.387496
18619,53.067406,-53.72124
18620,53.063175,-53.71868
18621,53.059242,-53.715843
18622,53.243523,-53.73478
18623,53.239357,-53.73416
18624,53.232033,-53.732365
18625,53.22469,-53.734077
18626,53.21987,-53.7339
18627,53.214874,-53.734913
18628,53.212128,-53.735893
18629,53.2104,-53.738384
18630,53.20994,-53.74022
18631,53.21062,-53.74152
18632,58.918587,12.003836
18633,58.9228,11.9996195
18634,58.92273,12.002436
18635,58.921387,12.005244
18636,58.922596,12.002409
18637,58.921513,12.001614
18638,58.920395,12.003559
18639,42.027718,31.198044
18640,42.03894,31.310802
18641,42.032356,31.231117
18642,42.03798,31.276098
18643,42.004524,30.99425
18644,41.997654,30.957136
18645,41.99052,30.926483
18646,41.985046,30.907532
18647,42.04335,31.34945
18648,42.06192,31.481367
18649,-22.126291,1.8996735
18650,-22.006529,1.8860266
18651,-22.065256,1.8921591
18652,-22.369993,1.9612012
18653,39.653328,-8.454605
18654,39.6719,-8.43148
18655,39.69013,-8.410649
18656,46.59314,-62.662575
18657,46.541897,-62.62562
18658,46.661163,-62.70959
18659,46.49925,-62.591034
18660,46.46638,-62.559547
18661,47.629257,-63.400356
18662,47.47609,-63.269203
18663,47.589485,-63.361076
18664,47.538193,-63.316334
18665,47.40404,-63.215546
18666,47.291195,-63.135944
18667,47.14949,-63.038265
18668,47.01474,-62.946064
18669,46.74447,-62.765682
18670,46.878212,-62.853954
18671,47.762894,-63.313553
18672,47.739582,-63.277897
18673,82.550964,-30.344242
18674,82.540405,-30.360886
18675,82.45726,-30.378496
18676,82.434555,-30.370491
18677,82.47876,-30.382076
18678,82.52839,-30.372032
18679,82.51518,-30.377937
18680,82.49861,-30.381443
18681,82.34531,-30.336344
18682,82.403694,-30.360796
18683,82.37547,-30.349436
18684,82.631935,-30.51822
18685,82.62313,-30.523817
18686,82.613266,-30.528252
18687,82.601814,-30.530642
18688,19.66299,-29.431784
18689,19.700449,-29.433786
18690,19.715946,-29.431404
18691,19.734158,-29.43297
18692,19.411089,-29.434206
18693,19.394537,-29.437048
18694,19.434599,-29.433195
18695,19.461178,-29.432926
18696,19.688135,-29.470398
18697,55.24434,29.657116
18698,55.268646,29.62702
18699,55.26002,29.635992
18700,55.253567,29.642454
18701,47.105038,26.804504
18702,47.106495,26.809027
18703,47.08435,26.794214
18704,47.087284,26.795204
18705,47.090244,26.804983
18706,47.090984,26.80343
18707,47.09464,26.805578
18708,47.091232,26.8009
18709,47.09095,26.7999
18710,47.09026,26.799063
18711,47.089733,26.797882
18712,38.512447,-24.258793
18713,-52.008163,14.044316
18714,71.38308,-17.017817
18715,71.36754,-17.023771
18716,71.39723,-17.011507
18717,71.389595,-17.015104
18718,71.41227,-17.00644
18719,71.408226,-17.007862
18720,71.330414,-17.07834
18721,71.35317,-17.032854
18722,71.36069,-17.027216
18723,71.347336,-17.040163
18724,71.34282,-17.048773
18725,71.33898,-17.058746
18726,71.33506,-17.069601
18727,70.41637,18.209528
18728,70.4107,18.19967
18729,71.39023,20.851688
18730,71.72344,21.25477
18731,71.1329,20.575474
18732,71.021614,20.483313
18733,71.089226,20.535439
18734,71.05093,20.503355
18735,70.96002,20.458984
18736,70.976715,20.462543
18737,70.94472,20.457294
18738,70.93158,20.459576
18739,71.92721,21.567953
18740,71.933624,21.578678
18741,71.89539,21.49908
18742,71.91196,21.534555
18743,71.78553,21.337177
18744,55.48041,-15.9648485
18745,55.437332,-15.935043
18746,55.72496,-16.124205
18747,55.767048,-16.152689
18748,55.83409,-16.195257
18749,55.80421,-16.176767
18750,55.936283,-16.24868
18751,55.91296,-16.236889
18752,55.88986,-16.225126
18753,55.86395,-16.21155
18754,55.860523,-16.21366
18755,55.886784,-16.229101
18756,55.910164,-16.24214
18757,55.93471,-16.253763
18758,55.80119,-16.178446
18759,55.830833,-16.195774
18760,55.76635,-16.156681
18761,55.72478,-16.130371
18762,55.594906,-16.048698
18763,55.546196,-16.01569
18764,55.681324,-16.1027
18765,55.657207,-16.086798
18766,58.208782,-43.612316
18767,58.215893,-43.609035
18768,58.200798,-43.61295
18769,58.19361,-43.611454
18770,58.178158,-43.606438
18771,48.773907,-38.550728
18772,48.9446,-38.342175
18773,49.01544,-38.273945
18774,48.88853,-38.405083
18775,49.088326,-38.2093
18776,49.429222,-37.87596
18777,49.392002,-37.921726
18778,49.348896,-37.96958
18779,49.30102,-38.021584
18780,49.233315,-38.085846
18781,49.157017,-38.153942
18782,49.609787,-38.164227
18783,35.192574,-32.648655
18784,35.221066,-32.657417
18785,35.289616,-32.670128
18786,35.323208,-32.676323
18787,35.42365,-32.69287
18788,35.449062,-32.69684
18789,35.354824,-32.681366
18790,35.391476,-32.685833
18791,35.46799,-32.70026
18792,35.5019,-32.708237
18793,35.523205,-32.713814
18794,35.54574,-32.721066
18795,52.979866,12.868744
18796,52.9872,12.843936
18797,52.99016,12.810045
18798,52.978138,12.666178
18799,-9.636399,21.033258
18800,-9.63556,21.005867
18801,-9.636517,21.017044
18802,-9.631193,20.988121
18803,-9.633949,20.995605
18804,-9.625246,20.98083
18805,-9.636412,21.04137
18806,-9.638277,21.052422
18807,-9.6398945,21.061577
18808,-48.493214,-0.8092409
18809,-48.49692,-0.78263146
18810,-48.500587,-0.76171094
18811,-48.499912,-0.7394214
18812,20.117382,-44.59296
18813,20.115246,-44.582954
18814,20.109041,-44.57379
18815,20.107052,-44.56079
18816,20.09359,-44.531254
18817,20.101019,-44.54795
18818,20.07803,-44.483868
18819,20.074276,-44.448246
18820,20.087273,-44.513756
18821,19.814846,-41.915897
18822,19.816374,-41.902454
18823,19.813658,-41.930428
18824,19.815222,-42.02176
18825,32.427387,-73.593216
18826,32.42915,-73.6049
18827,32.431824,-73.641235
18828,32.432957,-73.63478
18829,32.4314,-73.62565
18830,32.43076,-73.647095
18831,32.427593,-73.65216
18832,32.520966,-74.256195
18833,32.52286,-74.27146
18834,32.52146,-74.26269
18835,32.523567,-74.28309
18836,32.523907,-74.296486
18837,32.51904,-74.44564
18838,32.51878,-74.465866
18839,32.521553,-74.39535
18840,32.52075,-74.41905
18841,32.525047,-74.31437
18842,32.52518,-74.33194
18843,32.524555,-74.37496
18844,32.52476,-74.35401
18845,32.519012,-74.49267
18846,55.181293,47.545025
18847,55.19289,47.55439
18848,55.185516,47.552124
18849,-18.912333,30.361128
18850,-18.892935,30.373045
18851,-18.96253,30.322104
18852,-19.020798,30.31216
18853,-19.016409,30.31181
18854,-18.978445,30.314915
18855,-19.008001,30.31216
18856,-18.988783,30.310404
18857,-44.197224,25.163923
18858,-44.191216,25.172268
18859,-44.19101,25.186077
18860,-44.188614,25.180891
18861,-44.193924,25.199696
18862,-44.194454,25.196486
18863,75.120255,-19.223948
18864,74.87789,-19.222672
18865,74.826355,-19.223833
18866,74.79764,-19.224182
18867,74.75638,-19.228731
18868,74.78412,-19.229033
18869,74.7699,-19.22885
18870,74.73721,-19.22748
18871,74.74638,-19.2283
18872,74.73123,-19.225569
18873,74.72276,-19.221682
18874,75.93958,-19.227604
18875,76.76205,-19.436586
18876,76.68969,-19.46114
18877,76.66163,-19.455826
18878,76.74153,-19.456175
18879,76.75137,-19.450226
18880,76.72906,-19.46036
18881,76.75871,-19.44372
18882,76.539986,-19.419874
18883,76.6099,-19.440563
18884,-21.515741,-1.9753542
18885,-21.470276,-1.968267
18886,-21.42348,-1.9535289
18887,-21.294664,-1.8935307
18888,-21.369108,-1.9272866
18889,-21.122183,-1.8203206
18890,-21.229391,-1.86315
18891,-21.03253,-1.7872263
18892,-21.516321,-1.9743536
18893,-20.78063,-1.7037488
18894,-20.826094,-1.7186576
18895,-20.88061,-1.7356274
18896,-20.942074,-1.7549833
18897,-20.85709,-1.7257873
18898,-20.810846,-1.7114905
18899,-21.464373,-1.962656
18900,-21.509901,-1.9712775
18901,-13.556645,-12.180275
18902,54.103638,-25.7912
18903,54.111317,-25.78825
18904,54.094265,-25.799227
18905,54.099213,-25.794641
18906,54.090813,-25.8015
18907,54.0911,-25.804602
18908,59.62409,-35.64709
18909,59.618057,-35.63972
18910,59.600792,-35.62016
18911,59.60902,-35.630287
18912,59.654022,-35.704357
18913,59.6501,-35.692535
18914,56.087925,-35.878517
18915,56.09449,-35.839676
18916,56.09577,-35.836384
18917,56.09219,-35.851223
18918,56.094296,-35.8469
18919,56.0844,-35.887135
18920,56.09469,-35.868706
18921,56.093784,-35.86986
18922,56.09622,-35.86922
18923,56.09416,-35.881306
18924,56.097145,-35.872017
18925,41.926872,-50.741245
18926,41.84748,-50.78475
18927,41.804394,-50.704243
18928,41.842674,-50.69525
18929,41.874783,-50.686504
18930,41.922028,-50.668728
18931,41.89971,-50.679546
18932,41.951485,-50.641872
18933,41.95951,-50.631428
18934,41.938515,-50.656445
18935,41.65766,-50.645782
18936,41.695354,-50.641632
18937,40.6514,-48.400265
18938,40.648605,-48.40487
18939,40.65368,-48.396656
18940,40.655373,-48.391735
18941,40.656136,-48.379387
18942,40.656513,-48.383823
18943,40.656464,-48.389244
18944,27.723133,-55.16418
18945,27.778872,-55.18875
18946,27.771172,-55.181896
18947,27.77711,-55.185238
18948,27.762636,-55.179493
18949,51.536797,20.8403
18950,51.542862,20.81301
18951,51.547176,20.749413
18952,40.153954,23.780327
18953,40.156033,23.787333
18954,40.153126,23.77666
18955,40.153328,23.775625
18956,40.156994,23.787704
18957,40.15968,23.78643
18958,40.161774,23.790823
18959,40.154156,23.781946
18960,40.155483,23.783737
18961,40.15331,23.779137
18962,-7.5858235,34.975986
18963,-7.6135235,34.316563
18964,-7.612711,33.958725
18965,-7.6137176,33.998302
18966,-30.028904,-12.222536
18967,-30.02251,-12.218096
18968,-30.046005,-12.236161
18969,-30.044634,-12.234571
18970,-30.042662,-12.234177
18971,-30.041407,-12.23479
18972,-28.14183,3.8740325
18973,-28.143326,3.890442
18974,-28.241123,4.051952
18975,-28.225103,4.0286784
18976,-28.192064,3.9789221
18977,-28.21016,4.0047174
18978,-28.15326,3.9129157
18979,-28.16478,3.9347923
18980,-28.181677,3.9602118
18981,-30.504694,4.323293
18982,-30.507885,4.3947096
18983,-30.505186,4.356811
18984,-30.504755,4.4608874
18985,-30.508696,4.4426603
18986,-30.430847,4.616535
18987,-30.50072,4.4964743
18988,-30.492065,4.530793
18989,61.836605,-37.072014
18990,61.822857,-37.130196
18991,61.749065,-37.832973
18992,61.77771,-37.755756
18993,61.719833,-37.90065
18994,61.80461,-37.682793
18995,61.852722,-37.521233
18996,61.87216,-37.43096
18997,61.82718,-37.60875
18998,49.173805,-37.122826
18999,49.131203,-37.164665
19000,49.073822,-37.210144
19001,48.67044,-37.488907
19002,48.791138,-37.413723
19003,48.730816,-37.45067
19004,48.564404,-37.555912
19005,48.614067,-37.52383
19006,48.5196,-37.58582
19007,48.48111,-37.620888
19008,80.205315,-5.0101395
19009,80.21164,-5.0381684
19010,79.921265,-4.5344086
19011,79.93258,-4.5609474
19012,79.94295,-4.5930133
19013,79.93806,-4.843188
19014,79.92051,-4.809201
19015,79.90673,-4.7752295
19016,79.89583,-4.7452846
19017,79.95133,-4.871622
19018,20.946737,-31.066967
19019,20.94906,-31.074532
19020,20.94894,-31.07145
19021,20.949102,-31.077862
19022,20.949156,-31.081493
19023,20.942202,-31.06486
19024,20.941908,-31.063705
19025,20.942162,-31.06386
19026,52.369473,29.093016
19027,52.357506,29.093456
19028,52.34249,29.099289
19029,52.347054,29.0945
19030,39.039845,28.64693
19031,39.027,28.61351
19032,39.030838,28.622488
19033,39.035976,28.633774
19034,39.018253,28.584278
19035,39.02526,28.603642
19036,39.012985,28.562986
19037,11.471781,0.4861549
19038,11.439354,0.5167104
19039,11.508278,0.45475206
19040,-36.034046,13.236974
19041,-36.0288,13.23817
19042,-36.033737,13.233637
19043,75.58866,-23.915257
19044,75.629036,-23.947721
19045,75.62372,-23.943333
19046,75.37917,-23.686213
19047,75.40455,-23.715727
19048,75.35813,-23.66088
19049,75.62695,-23.949114
19050,75.60089,-23.931273
19051,75.62203,-23.947796
19052,75.6127,-23.940947
19053,69.401695,10.67927
19054,83.237495,16.64186
19055,83.24336,16.637142
19056,83.226776,16.63726
19057,83.221634,16.642262
19058,83.240364,16.632578
19059,83.234665,16.634146
19060,83.24698,16.632956
19061,83.24689,16.630993
19062,83.24421,16.632416
19063,83.21478,16.647202
19064,83.209785,16.652811
19065,83.272545,16.807156
19066,-34.343178,-4.6379714
19067,-34.321926,-4.6382036
19068,-34.2429,-4.662718
19069,-34.266823,-4.644953
19070,69.41609,-10.948339
19071,69.42541,-10.981628
19072,69.40644,-10.903156
19073,69.4008,-10.869485
19074,69.39662,-10.849192
19075,69.38971,-10.830709
19076,69.559586,-11.9117155
19077,69.479836,-10.854979
19078,69.488014,-10.877152
19079,69.50368,-10.969533
19080,69.49977,-10.926391
19081,69.50851,-11.031277
19082,49.93669,-47.812603
19083,49.93837,-47.778625
19084,49.940758,-47.77881
19085,49.902565,-47.824497
19086,49.90901,-47.813988
19087,49.914375,-47.814438
19088,49.915047,-47.815044
19089,49.911045,-47.82194
19090,49.913815,-47.81732
19091,49.906742,-47.84146
19092,49.905285,-47.855175
19093,49.908268,-47.829666
19094,28.880808,-52.069016
19095,28.878578,-52.057465
19096,28.879225,-52.061367
19097,28.880594,-52.06817
19098,43.80156,-2.84409
19099,43.787945,-2.8436058
19100,43.79459,-2.8440263
19101,43.794643,-2.8439748
19102,46.77335,14.710818
19103,46.790024,14.676068
19104,46.807117,14.642222
19105,46.82298,14.60815
19106,46.690258,14.878871
19107,46.711796,14.833173
19108,46.731117,14.794896
19109,46.75281,14.751837
19110,46.8408,14.560168
19111,-15.075839,20.546535
19112,-15.071713,20.525024
19113,-15.07453,20.530226
19114,-15.060133,20.519665
19115,70.8296,7.1545467
19116,83.028984,5.2650514
19117,70.82484,7.1619205
19118,83.03373,5.242368
19119,83.031166,5.249121
19120,83.03006,5.256396
19121,83.03623,5.240352
19122,81.62706,-8.738255
19123,81.62757,-8.738069
19124,81.62812,-8.739993
19125,81.62965,-8.737644
19126,81.62868,-8.7389555
19127,83.0044,5.3259144
19128,83.01094,5.311321
19129,83.01894,5.2881417
19130,83.01534,5.298716
19131,83.02477,5.266301
19132,83.02657,5.257938
19133,83.02283,5.2762423
19134,83.02972,5.247749
19135,83.02818,5.2519636
19136,83.10455,4.869233
19137,70.793625,7.0051026
19138,83.1022,4.8791366
19139,-37.28907,14.493734
19140,-37.260246,14.475128
19141,-37.27204,14.490187
19142,-37.249393,14.450617
19143,-37.251118,14.454156
19144,47.808083,-55.312214
19145,47.812172,-55.252865
19146,47.817127,-55.204605
19147,47.824562,-55.16341
19148,47.822613,-55.518635
19149,47.809326,-55.4699
19150,47.80457,-55.42022
19151,47.80544,-55.372066
19152,47.59503,-55.580605
19153,54.277508,-47.437984
19154,54.48625,-47.28841
19155,54.19466,-47.494328
19156,54.581623,-47.217613
19157,54.65944,-47.16235
19158,54.71263,-47.125095
19159,54.00729,-47.612633
19160,53.98371,-47.628456
19161,54.03592,-47.59548
19162,54.07571,-47.569252
19163,54.132267,-47.534084
19164,54.759865,-47.093502
19165,53.966156,-47.654644
19166,53.94625,-47.668137
19167,54.025066,-47.61778
19168,53.99135,-47.63824
19169,38.303303,-43.55716
19170,38.299683,-43.560703
19171,38.298943,-43.563408
19172,38.29675,-43.5667
19173,38.298332,-43.565277
19174,38.29515,-43.568386
19175,38.30512,-43.597263
19176,38.30697,-43.5958
19177,38.3025,-43.59968
19178,38.29927,-43.597946
19179,38.29629,-43.606052
19180,38.297615,-43.60343
19181,38.298134,-43.600937
19182,47.159286,-46.982277
19183,47.294395,-46.915695
19184,47.313942,-46.906395
19185,47.253242,-46.9322
19186,47.2731,-46.923115
19187,47.330894,-46.90089
19188,50.563774,-1.4002705
19189,50.61309,-1.3621279
19190,50.600353,-1.3722327
19191,50.59082,-1.380875
19192,-9.206117,26.54095
19193,-9.277491,26.627167
19194,-9.298362,26.662823
19195,-9.318168,26.69547
19196,-9.344734,26.722511
19197,-9.417689,26.776953
19198,-9.442468,26.790142
19199,-9.391066,26.761686
19200,-9.363459,26.740608
19201,-9.533445,26.83106
19202,-9.549381,26.836945
19203,-9.469632,26.804344
19204,-9.516407,26.824347
19205,74.95157,16.657578
19206,64.69008,-24.21067
19207,64.63458,-24.267351
19208,64.74973,-24.149632
19209,64.48434,-24.390997
19210,64.46836,-24.399757
19211,64.580925,-24.318644
19212,64.53421,-24.356928
19213,64.43914,-24.41561
19214,65.03674,-23.847359
19215,64.99989,-23.89225
19216,64.958435,-23.939299
19217,64.86781,-24.028135
19218,64.80418,-24.093811
19219,64.918655,-23.979342
19220,74.9472,16.651882
19221,74.95912,16.662313
19222,74.93578,16.641647
19223,73.571976,37.512295
19224,73.565315,37.507122
19225,73.5867,37.524136
19226,73.52091,37.494778
19227,73.52561,37.495953
19228,73.536674,37.497604
19229,73.53091,37.496593
19230,73.518105,37.4957
19231,73.51686,37.49434
19232,73.51532,37.49473
19233,72.03505,36.282036
19234,72.03665,36.27781
19235,72.04291,36.270935
19236,72.04004,36.273643
19237,46.3441,-58.36313
19238,46.31827,-58.367954
19239,46.300365,-58.369766
19240,46.60114,-58.331966
19241,46.62185,-58.336132
19242,46.551125,-58.332874
19243,46.568737,-58.33164
19244,46.637207,-58.339478
19245,46.65289,-58.342335
19246,46.276863,-58.395313
19247,48.9059,-23.487959
19248,48.90617,-23.49328
19249,48.90652,-23.483942
19250,44.408886,-22.126019
19251,44.40718,-22.125313
19252,44.41094,-22.126581
19253,44.410732,-22.127335
19254,44.411102,-22.12745
19255,44.30716,-22.47439
19256,44.3029,-22.475302
19257,44.311077,-22.475271
19258,44.31484,-22.484812
19259,44.313843,-22.479246
19260,44.314953,-22.491945
19261,44.31444,-22.502005
19262,44.305202,-22.534447
19263,-52.118095,16.480747
19264,28.254112,-33.868904
19265,28.267622,-33.863136
19266,28.268312,-33.85868
19267,28.26694,-33.868526
19268,28.272785,-33.858295
19269,28.271475,-33.85612
19270,28.27182,-33.85591
19271,28.262474,-33.878765
19272,47.81874,-42.772083
19273,47.820423,-42.77028
19274,47.824463,-42.769848
19275,47.834156,-42.77727
19276,47.83354,-42.800304
19277,47.840954,-42.80603
19278,47.824318,-42.791794
19279,47.807594,-42.793297
19280,47.800926,-42.7987
19281,47.78981,-42.79782
19282,78.234856,-5.1145854
19283,78.24127,-5.103158
19284,78.2383,-5.1069655
19285,78.22415,-5.1188693
19286,78.219055,-5.119384
19287,84.42015,11.194528
19288,84.391045,11.185104
19289,84.377815,11.181449
19290,84.40324,11.188999
19291,84.355225,11.180857
19292,84.36949,11.17911
19293,55.574497,20.570936
19294,55.577568,20.538342
19295,55.57591,20.626959
19296,55.57334,20.648127
19297,55.575756,20.60143
19298,55.57533,20.674538
19299,55.576294,20.662125
19300,55.578312,20.68484
19301,55.580185,20.648075
19302,55.577682,20.677782
19303,55.57753,20.663227
19304,57.02867,-33.81686
19305,57.03244,-33.810436
19306,57.029835,-33.815872
19307,56.970306,-34.013016
19308,56.974575,-34.016323
19309,56.966923,-34.00552
19310,57.00337,-34.05697
19311,56.998356,-34.042015
19312,56.987366,-34.027046
19313,56.993626,-34.033512
19314,56.98218,-34.020245
19315,56.98005,-34.01851
19316,58.43028,-41.527485
19317,65.1174,0.3451478
19318,65.11738,0.34536323
19319,65.11721,0.34457305
19320,65.11719,0.34505942
19321,65.11712,0.34394035
19322,65.11713,0.34340736
19323,65.117096,0.34361947
19324,16.618803,-40.490772
19325,16.613043,-40.492756
19326,16.61648,-40.491013
19327,15.288795,-41.177254
19328,15.289737,-41.17725
19329,30.401207,-7.056239
19330,30.398886,-7.036084
19331,30.40054,-7.0531254
19332,30.400124,-7.0497017
19333,30.399471,-7.047854
19334,30.398613,-7.044438
19335,30.40282,-7.062473
19336,30.402203,-7.0650854
19337,30.401953,-7.0605674
19338,30.40444,-7.0675516
19339,30.401525,-7.067302
19340,16.523254,-40.53521
19341,16.56833,-40.517563
19342,16.559143,-40.521942
19343,16.581667,-40.51349
19344,-58.897038,25.62032
19345,-58.894913,25.606136
19346,63.226982,-10.639417
19347,63.267536,-10.556526
19348,62.76071,-12.272985
19349,62.779705,-12.083468
19350,62.75529,-12.394594
19351,62.73949,-12.708783
19352,62.754467,-12.494288
19353,62.747993,-12.603177
19354,62.73266,-12.802031
19355,65.59903,-11.025757
